id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,endpointcategory_s,guidance_s,loValue_d,unit_s,textValue_s
FCSV-5f7f003a-8224-3515-8c33-f1a8ca1a4494/1392,FCSV-ffe19c9e-b1a1-3f38-a149-0d587fc5b172,FCSV-5f7f003a-8224-3515-8c33-f1a8ca1a4494,G15.mPEG2K-SH,G15.mPEG2K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.3,mV,
FCSV-5f7f003a-8224-3515-8c33-f1a8ca1a4494/1393,FCSV-ffe19c9e-b1a1-3f38-a149-0d587fc5b172,FCSV-5f7f003a-8224-3515-8c33-f1a8ca1a4494,G15.mPEG2K-SH,G15.mPEG2K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-2.75,mV,
FCSV-c07c1c6a-c367-3d66-a619-3057fc619d97/1421,FCSV-b228fc7b-c407-368a-bc1c-359c7375bb9b,FCSV-c07c1c6a-c367-3d66-a619-3057fc619d97,G15.mPEG5K-SH,G15.mPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-9.71,mV,
FCSV-c07c1c6a-c367-3d66-a619-3057fc619d97/1422,FCSV-b228fc7b-c407-368a-bc1c-359c7375bb9b,FCSV-c07c1c6a-c367-3d66-a619-3057fc619d97,G15.mPEG5K-SH,G15.mPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-2.94,mV,
FCSV-9c51d581-db5d-3878-9a08-d1fa3f67040e/1450,FCSV-770a2d39-1509-3c93-b28f-1d3e345de450,FCSV-9c51d581-db5d-3878-9a08-d1fa3f67040e,G15.mPEG5K(NH2)-SH,G15.mPEG5K(NH2)-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-12.31,mV,
FCSV-9c51d581-db5d-3878-9a08-d1fa3f67040e/1451,FCSV-770a2d39-1509-3c93-b28f-1d3e345de450,FCSV-9c51d581-db5d-3878-9a08-d1fa3f67040e,G15.mPEG5K(NH2)-SH,G15.mPEG5K(NH2)-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.99,mV,
FCSV-3e9d351e-94fc-3a81-bf79-ead6fe7de2d1/1479,FCSV-47e98c51-7508-362f-84d3-494bb124b849,FCSV-3e9d351e-94fc-3a81-bf79-ead6fe7de2d1,G15.MSA,G15.MSA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.92,mV,
FCSV-3e9d351e-94fc-3a81-bf79-ead6fe7de2d1/1480,FCSV-47e98c51-7508-362f-84d3-494bb124b849,FCSV-3e9d351e-94fc-3a81-bf79-ead6fe7de2d1,G15.MSA,G15.MSA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-14.24,mV,
FCSV-d1ff9be7-4a0c-3cb0-b3aa-c7569c00d290/1508,FCSV-8dc5c24b-2e89-3833-b94d-920674a956a0,FCSV-d1ff9be7-4a0c-3cb0-b3aa-c7569c00d290,G15.MUA,G15.MUA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-21.13,mV,
FCSV-d1ff9be7-4a0c-3cb0-b3aa-c7569c00d290/1509,FCSV-8dc5c24b-2e89-3833-b94d-920674a956a0,FCSV-d1ff9be7-4a0c-3cb0-b3aa-c7569c00d290,G15.MUA,G15.MUA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.35,mV,
FCSV-32575e9a-d73e-31c0-94f1-f00cc2809ab3/1537,FCSV-ef28f16c-6ab1-3d8b-b971-37c08688701f,FCSV-32575e9a-d73e-31c0-94f1-f00cc2809ab3,G15.MUEG4,G15.MUEG4,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-2.84,mV,
FCSV-32575e9a-d73e-31c0-94f1-f00cc2809ab3/1538,FCSV-ef28f16c-6ab1-3d8b-b971-37c08688701f,FCSV-32575e9a-d73e-31c0-94f1-f00cc2809ab3,G15.MUEG4,G15.MUEG4,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.01,mV,
FCSV-5d34733c-6718-3418-9093-ab0863866cb3/1566,FCSV-ed95bb69-9fa7-3a4a-b4a4-32dd947d4d1a,FCSV-5d34733c-6718-3418-9093-ab0863866cb3,G15.MUTA,G15.MUTA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,18.17,mV,
FCSV-5d34733c-6718-3418-9093-ab0863866cb3/1567,FCSV-ed95bb69-9fa7-3a4a-b4a4-32dd947d4d1a,FCSV-5d34733c-6718-3418-9093-ab0863866cb3,G15.MUTA,G15.MUTA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.07,mV,
FCSV-e10ee022-607a-3de1-a09f-27b86e2c965c/1595,FCSV-9df9ed76-5f94-3ecb-b661-a56e168a71bf,FCSV-e10ee022-607a-3de1-a09f-27b86e2c965c,G15.nPEG5K-SH,G15.nPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,7.17,mV,
FCSV-e10ee022-607a-3de1-a09f-27b86e2c965c/1596,FCSV-9df9ed76-5f94-3ecb-b661-a56e168a71bf,FCSV-e10ee022-607a-3de1-a09f-27b86e2c965c,G15.nPEG5K-SH,G15.nPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-3.77,mV,
FCSV-b6184b85-cd3c-33b7-80f2-f2e0d5c8fdbe/1624,FCSV-2b9a077f-bef3-3ffd-a83a-77dd85db129a,FCSV-b6184b85-cd3c-33b7-80f2-f2e0d5c8fdbe,G15.nPEG5K-SH (LD),G15.nPEG5K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-9.35,mV,
FCSV-b6184b85-cd3c-33b7-80f2-f2e0d5c8fdbe/1625,FCSV-2b9a077f-bef3-3ffd-a83a-77dd85db129a,FCSV-b6184b85-cd3c-33b7-80f2-f2e0d5c8fdbe,G15.nPEG5K-SH (LD),G15.nPEG5K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.04,mV,
FCSV-ed3375a4-029a-3960-8120-5fc0a1a4edfd/1654,FCSV-cf1d4fd3-f16b-3680-96fa-0f5e4b9dd485,FCSV-ed3375a4-029a-3960-8120-5fc0a1a4edfd,G15.NT@DCA,G15.NT@DCA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-4.78,mV,
FCSV-ed3375a4-029a-3960-8120-5fc0a1a4edfd/1655,FCSV-cf1d4fd3-f16b-3680-96fa-0f5e4b9dd485,FCSV-ed3375a4-029a-3960-8120-5fc0a1a4edfd,G15.NT@DCA,G15.NT@DCA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.95,mV,
FCSV-ac398b7b-bfe6-3319-b504-012ac7fa628c/1684,FCSV-206b1a13-e02a-38a0-88ec-d5a8bfdabc55,FCSV-ac398b7b-bfe6-3319-b504-012ac7fa628c,G15.NT@F127,G15.NT@F127,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-3.07,mV,
FCSV-ac398b7b-bfe6-3319-b504-012ac7fa628c/1685,FCSV-206b1a13-e02a-38a0-88ec-d5a8bfdabc55,FCSV-ac398b7b-bfe6-3319-b504-012ac7fa628c,G15.NT@F127,G15.NT@F127,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.35,mV,
FCSV-f4140b2c-a916-3d24-b8e5-25a6fa9ba4a6/1714,FCSV-6405ef25-683e-3763-a4e3-f56eb93174e4,FCSV-f4140b2c-a916-3d24-b8e5-25a6fa9ba4a6,G15.NT@PSMA-AAP,G15.NT@PSMA-AAP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-20.23,mV,
FCSV-f4140b2c-a916-3d24-b8e5-25a6fa9ba4a6/1715,FCSV-6405ef25-683e-3763-a4e3-f56eb93174e4,FCSV-f4140b2c-a916-3d24-b8e5-25a6fa9ba4a6,G15.NT@PSMA-AAP,G15.NT@PSMA-AAP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.81,mV,
FCSV-534b4ea7-c129-3663-a41f-3f3cf7b0d0e1/1744,FCSV-bfa499a9-7d1a-34da-bccf-4fc30c65f03d,FCSV-534b4ea7-c129-3663-a41f-3f3cf7b0d0e1,G15.NT@PSMA-EA,G15.NT@PSMA-EA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-21.32,mV,
FCSV-534b4ea7-c129-3663-a41f-3f3cf7b0d0e1/1745,FCSV-bfa499a9-7d1a-34da-bccf-4fc30c65f03d,FCSV-534b4ea7-c129-3663-a41f-3f3cf7b0d0e1,G15.NT@PSMA-EA,G15.NT@PSMA-EA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.26,mV,
FCSV-96a18bc9-fa4e-3f5e-87e2-7216b60bd9ce/1774,FCSV-c975883b-640e-38a6-aabe-7596e3abcd95,FCSV-96a18bc9-fa4e-3f5e-87e2-7216b60bd9ce,G15.NT@PSMA-EDA,G15.NT@PSMA-EDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-18.3,mV,
FCSV-96a18bc9-fa4e-3f5e-87e2-7216b60bd9ce/1775,FCSV-c975883b-640e-38a6-aabe-7596e3abcd95,FCSV-96a18bc9-fa4e-3f5e-87e2-7216b60bd9ce,G15.NT@PSMA-EDA,G15.NT@PSMA-EDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.57,mV,
FCSV-251e615d-5280-3b3f-b0a8-df82d29f63a3/1804,FCSV-de6203a6-aea6-3910-8f49-598f80ab6a17,FCSV-251e615d-5280-3b3f-b0a8-df82d29f63a3,G15.NT@PSMA-Urea,G15.NT@PSMA-Urea,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-13.98,mV,
FCSV-251e615d-5280-3b3f-b0a8-df82d29f63a3/1805,FCSV-de6203a6-aea6-3910-8f49-598f80ab6a17,FCSV-251e615d-5280-3b3f-b0a8-df82d29f63a3,G15.NT@PSMA-Urea,G15.NT@PSMA-Urea,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.6,mV,
FCSV-89be2bda-58ee-316e-84c5-c34757aac32b/1834,FCSV-9a56b1e5-2e22-31c4-b979-e8e9fee728c6,FCSV-89be2bda-58ee-316e-84c5-c34757aac32b,G15.NT@PVA,G15.NT@PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-2.02,mV,
FCSV-89be2bda-58ee-316e-84c5-c34757aac32b/1835,FCSV-9a56b1e5-2e22-31c4-b979-e8e9fee728c6,FCSV-89be2bda-58ee-316e-84c5-c34757aac32b,G15.NT@PVA,G15.NT@PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-3.89,mV,
FCSV-47cea58f-f8ae-32d3-a1fb-93cc74821a67/1863,FCSV-9294730f-3d55-36da-80b9-eb2df162e805,FCSV-47cea58f-f8ae-32d3-a1fb-93cc74821a67,G15.ODA,G15.ODA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,18.85,mV,
FCSV-47cea58f-f8ae-32d3-a1fb-93cc74821a67/1864,FCSV-9294730f-3d55-36da-80b9-eb2df162e805,FCSV-47cea58f-f8ae-32d3-a1fb-93cc74821a67,G15.ODA,G15.ODA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-11.75,mV,
FCSV-bcf5b80e-489e-3365-aac0-8450d93be79c/1892,FCSV-ff7e8515-cfad-3d76-a918-d6eeab10a91d,FCSV-bcf5b80e-489e-3365-aac0-8450d93be79c,G15.PAH-SH,G15.PAH-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,12.19,mV,
FCSV-bcf5b80e-489e-3365-aac0-8450d93be79c/1893,FCSV-ff7e8515-cfad-3d76-a918-d6eeab10a91d,FCSV-bcf5b80e-489e-3365-aac0-8450d93be79c,G15.PAH-SH,G15.PAH-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.48,mV,
FCSV-b0b70427-aa36-37e5-abb1-7a66f034a3e0/1921,FCSV-064f1803-3b9e-3f44-a5f6-60b1f573830c,FCSV-b0b70427-aa36-37e5-abb1-7a66f034a3e0,G15.PEG3K(NH2)-SH,G15.PEG3K(NH2)-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.85,mV,
FCSV-b0b70427-aa36-37e5-abb1-7a66f034a3e0/1922,FCSV-064f1803-3b9e-3f44-a5f6-60b1f573830c,FCSV-b0b70427-aa36-37e5-abb1-7a66f034a3e0,G15.PEG3K(NH2)-SH,G15.PEG3K(NH2)-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-1.73,mV,
FCSV-34595c92-e20a-38df-9add-7fe43da82aae/1950,FCSV-ceed5aa6-a62e-3202-9bcf-702a94d34785,FCSV-34595c92-e20a-38df-9add-7fe43da82aae,G15.PEI-SH,G15.PEI-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,15.27,mV,
FCSV-34595c92-e20a-38df-9add-7fe43da82aae/1951,FCSV-ceed5aa6-a62e-3202-9bcf-702a94d34785,FCSV-34595c92-e20a-38df-9add-7fe43da82aae,G15.PEI-SH,G15.PEI-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.04,mV,
FCSV-a537ec5f-208d-3f9a-b604-7b49c228b181/1979,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-a537ec5f-208d-3f9a-b604-7b49c228b181,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-28.93,mV,
FCSV-a537ec5f-208d-3f9a-b604-7b49c228b181/1980,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-a537ec5f-208d-3f9a-b604-7b49c228b181,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.91,mV,
FCSV-3797e52d-d50e-3b79-ad45-127f737cdfe2/2008,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-3797e52d-d50e-3b79-ad45-127f737cdfe2,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-16.94,mV,
FCSV-3797e52d-d50e-3b79-ad45-127f737cdfe2/2009,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-3797e52d-d50e-3b79-ad45-127f737cdfe2,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.42,mV,
FCSV-ff2c239d-6cef-3fef-9127-1d2ece5e829a/2037,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-ff2c239d-6cef-3fef-9127-1d2ece5e829a,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,19.01,mV,
FCSV-ff2c239d-6cef-3fef-9127-1d2ece5e829a/2038,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-ff2c239d-6cef-3fef-9127-1d2ece5e829a,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.64,mV,
FCSV-7d8e6118-dc58-37d2-b909-14588382b459/2066,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-7d8e6118-dc58-37d2-b909-14588382b459,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.94,mV,
FCSV-7d8e6118-dc58-37d2-b909-14588382b459/2067,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-7d8e6118-dc58-37d2-b909-14588382b459,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.06,mV,
FCSV-3fda0195-c559-39be-a256-55cab9a4b888/2095,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-3fda0195-c559-39be-a256-55cab9a4b888,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.34,mV,
FCSV-3fda0195-c559-39be-a256-55cab9a4b888/2096,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-3fda0195-c559-39be-a256-55cab9a4b888,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.24,mV,
FCSV-2c55fc4a-ed47-3fa3-8594-c6839e0ca647/2124,FCSV-4c523ea9-f3e8-32f4-9152-f73400aedb67,FCSV-2c55fc4a-ed47-3fa3-8594-c6839e0ca647,G15.SA,G15.SA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.63,mV,
FCSV-2c55fc4a-ed47-3fa3-8594-c6839e0ca647/2125,FCSV-4c523ea9-f3e8-32f4-9152-f73400aedb67,FCSV-2c55fc4a-ed47-3fa3-8594-c6839e0ca647,G15.SA,G15.SA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.09,mV,
FCSV-ca76f47a-a412-3403-b9a7-0849ae4a53d8/2153,FCSV-0d5c0fc7-de56-3507-b651-1c91bf030465,FCSV-ca76f47a-a412-3403-b9a7-0849ae4a53d8,G15.Ser-SH,G15.Ser-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-20.4,mV,
FCSV-ca76f47a-a412-3403-b9a7-0849ae4a53d8/2154,FCSV-0d5c0fc7-de56-3507-b651-1c91bf030465,FCSV-ca76f47a-a412-3403-b9a7-0849ae4a53d8,G15.Ser-SH,G15.Ser-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.73,mV,
FCSV-06facf9c-8b22-31c6-9c4a-163295dd24fe/2182,FCSV-3c5fb4b0-2e4e-3dae-9eb2-1dbfd202cd13,FCSV-06facf9c-8b22-31c6-9c4a-163295dd24fe,G15.SPP,G15.SPP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-23.58,mV,
FCSV-06facf9c-8b22-31c6-9c4a-163295dd24fe/2183,FCSV-3c5fb4b0-2e4e-3dae-9eb2-1dbfd202cd13,FCSV-06facf9c-8b22-31c6-9c4a-163295dd24fe,G15.SPP,G15.SPP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.03,mV,
FCSV-4673d1d7-35db-33f4-8db8-106e33b507c7/2211,FCSV-7c42c2b4-dcbe-39a4-ae4e-0f0c41a7a5a5,FCSV-4673d1d7-35db-33f4-8db8-106e33b507c7,G15.T20,G15.T20,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.71,mV,
FCSV-4673d1d7-35db-33f4-8db8-106e33b507c7/2212,FCSV-7c42c2b4-dcbe-39a4-ae4e-0f0c41a7a5a5,FCSV-4673d1d7-35db-33f4-8db8-106e33b507c7,G15.T20,G15.T20,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.45,mV,
FCSV-98f6cd25-a9ef-3cb1-aa6b-e036b0a6ec80/2240,FCSV-5c14595c-0e23-3f37-aaad-9988eba09196,FCSV-98f6cd25-a9ef-3cb1-aa6b-e036b0a6ec80,G15.Thr-SH,G15.Thr-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-18.46,mV,
